,name,nickname,wins,losses,draws,height,weight,reach,stance,dob,sig_str_pm,str_acc,strikes_abs_pm,sig_str_def,td_avg,td_acc,td_def,sub_avg
4162,Isis Verbeek,Fight Queen,5,2,0,"5' 4""",115 lbs.,"64""",Orthodox,"Jan 12, 1995",3.13,43%,3.53,53%,0.00,0%,66%,0.0
4163,Ernie Verdicia,,0,1,0,"5' 11""",199 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
4164,Joe Veres,,4,3,0,"5' 7""",155 lbs.,--,Orthodox,"Nov 09, 1977",0.00,0%,5.55,27%,0.00,0%,0%,0.0
4165,Nikolay Veretennikov,Gladiator,14,7,0,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 22, 1989",2.69,56%,3.30,45%,0.42,16%,62%,0.4
4166,CJ Vergara,,12,7,1,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 18, 1991",5.02,56%,4.69,53%,0.00,0%,60%,0.2
4167,Renato Verissimo,Charuto,7,5,0 (1 NC),"6' 1""",170 lbs.,--,Orthodox,"Aug 03, 1973",0.92,48%,1.87,47%,1.46,30%,50%,2.5
4168,Bryan Vetell,,4,3,0,"6' 3""",265 lbs.,--,Southpaw,"Jul 26, 1977",2.74,60%,2.13,41%,0.00,0%,0%,0.0
4169,Marvin Vettori,The Italian Dream,19,10,1,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993",4.74,45%,4.55,56%,1.41,43%,68%,0.4
4170,Hugo Viana,Wolverine,8,4,0,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982",3.05,38%,3.20,57%,0.22,6%,50%,0.0
4171,Guilherme Viana,,7,3,0,"6' 4""",205 lbs.,--,,--,2.92,40%,2.72,59%,1.20,66%,77%,0.0
4172,Polyana Viana,Dama de Ferro,13,8,0,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",2.74,40%,2.50,53%,0.75,33%,35%,1.7
4173,Vitor Vianna,,12,3,1,--,205 lbs.,--,Orthodox,"Dec 02, 1979",3.10,30%,8.28,52%,0.00,0%,0%,0.0
4174,James Vick,The Texecutioner,13,5,0,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987",4.13,39%,3.31,60%,0.26,33%,57%,0.7
4175,Tamires Vidal,Tractor,7,4,0,"5' 6""",135 lbs.,"68""",Orthodox,"Jul 27, 1998",2.91,53%,4.46,49%,0.00,0%,35%,0.7
4176,Freddy Vidal,The Barbarian,4,1,0,"6' 3""",205 lbs.,"80""",Orthodox,"May 06, 1994",2.70,66%,2.65,26%,0.00,0%,60%,0.8
4177,Milton Vieira,Miltinho,13,8,2,"6' 0""",145 lbs.,--,Orthodox,"Oct 04, 1978",1.13,35%,2.36,48%,2.67,53%,12%,0.7
4178,Reginaldo Vieira,,13,5,0,"5' 7""",135 lbs.,"65""",Orthodox,"Nov 26, 1982",3.76,40%,2.89,59%,1.97,27%,25%,0.8
4179,Ketlen Vieira,Fenomeno,15,5,0,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",2.76,40%,3.75,50%,1.33,44%,90%,0.6
4180,Rodolfo Vieira,,11,4,0,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989",3.55,53%,4.38,49%,2.70,21%,75%,0.9
4181,Steve Vigneault,Lionheart,12,6,0,"5' 10""",185 lbs.,--,Orthodox,"Feb 14, 1978",2.19,28%,5.75,44%,0.00,0%,100%,0.0
4182,Alejandro Villalobos,,17,5,0,"5' 7""",145 lbs.,--,,"Oct 26, 1979",3.93,46%,4.07,67%,1.00,50%,0%,0.0
4183,DeMarco Villalona,,1,3,0,"5' 9""",185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
4184,Gian Villante,,17,14,0,"6' 3""",230 lbs.,"76""",Orthodox,"Aug 18, 1985",4.38,44%,5.47,55%,0.45,23%,83%,0.0
4185,Ike Villanueva,Hurricane,18,14,0,"6' 1""",205 lbs.,"73""",Orthodox,"Apr 04, 1984",3.66,38%,7.24,36%,0.60,50%,100%,0.0
4186,Ruben Villareal,Warpath,22,28,3,"6' 4""",265 lbs.,--,Orthodox,"May 01, 1970",5.18,53%,4.86,35%,0.00,0%,0%,0.0
4187,Armando Villarreal,La Lumbre,5,2,0,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 08, 1989",3.23,55%,4.30,52%,3.23,25%,0%,0.0
4188,Pablo Villaseca,El Gallo,12,3,0,"5' 7""",155 lbs.,--,,"Jan 26, 1987",2.79,42%,3.25,65%,2.50,50%,33%,0.0
4189,Joey Villasenor,Smokin' Joe,29,10,0,"6' 0""",185 lbs.,--,Orthodox,"Oct 17, 1975",2.05,38%,3.26,52%,0.71,40%,53%,1.1
4190,Danillo Villefort,Indio,15,5,0,"6' 1""",185 lbs.,--,Orthodox,"May 08, 1983",2.86,37%,2.40,68%,1.71,66%,33%,1.7
4191,Yuri Villefort,,10,5,0,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 23, 1991",3.18,43%,5.42,55%,2.00,35%,40%,0.3
4192,Tre'ston Vines,TVTime,10,4,0,"6' 1""",185 lbs.,"79""",Orthodox,"Jun 18, 1996",0.00,0%,3.56,50%,0.00,0%,0%,0.0
4193,Marcos Vinicius,Vina,23,11,1,"5' 9""",125 lbs.,--,Orthodox,"Dec 05, 1979",1.93,49%,2.91,47%,0.00,0%,25%,0.5
4194,Brandon Visher,The Viper,13,3,0,"5' 6""",135 lbs.,"68""",Orthodox,"May 06, 1984",2.55,45%,3.76,42%,0.67,20%,0%,0.0
4195,Falaniko Vitale,Niko,30,11,0,"5' 10""",185 lbs.,--,Orthodox,"Jul 14, 1974",1.88,49%,3.68,47%,0.72,33%,86%,0.0
4196,Cheyanne Vlismas,The Warrior Princess,7,3,0,"5' 3""",115 lbs.,"63""",Switch,"Jun 25, 1995",4.93,50%,2.57,64%,0.25,33%,66%,0.2
4197,Bobby Voelker,Vicious,19,13,0,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 26, 1979",4.01,35%,5.84,42%,1.04,50%,66%,0.0
4198,Mateo Vogel,Carrapato,8,3,0,"5' 8""",145 lbs.,"71""",Orthodox,"Mar 05, 1996",4.47,46%,2.87,65%,1.00,16%,0%,0.0
4199,Danylo Voievodkin,,7,0,0,"6' 4""",265 lbs.,"78""",Southpaw,"Jul 19, 2000",9.86,46%,0.00,100%,0.00,0%,0%,12.3
4200,Alexander Volkanovski,The Great,28,4,0,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",5.99,57%,3.31,58%,1.63,34%,68%,0.2
4201,Jacob Volkmann,Christmas,19,7,0,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980",1.19,34%,1.78,52%,3.19,48%,52%,2.0
4202,Alexander Volkov,Drago,39,11,0,"6' 7""",261 lbs.,"80""",Orthodox,"Oct 24, 1988",4.78,57%,2.86,53%,0.57,66%,68%,0.2
4203,Mark Vologdin,,12,4,1,"5' 3""",135 lbs.,"65""",Orthodox,"Apr 18, 2000",7.80,52%,11.00,34%,0.00,0%,57%,0.0
4204,Jason Von Flue,Live Wire,14,12,1,"6' 0""",170 lbs.,--,Orthodox,"Aug 01, 1975",1.89,36%,3.23,52%,0.62,16%,58%,1.5
4205,Milco Voorn,,20,11,1,--,220 lbs.,--,Orthodox,--,0.00,0%,0.00,100%,0.00,0%,0%,0.0
4206,Mark Vorgeas,,5,3,1,"5' 10""",135 lbs.,--,,--,3.87,32%,4.19,51%,0.00,0%,50%,0.8
4207,Igor Vovchanchyn,Ice Cold,55,10,0 (1 NC),"5' 8""",205 lbs.,--,Orthodox,"Aug 06, 1973",1.59,49%,0.97,63%,1.19,66%,50%,0.5
4208,Jordan Vucenic,The Epidemic,13,4,0,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 02, 1996",2.11,45%,1.90,58%,0.63,14%,44%,0.0
4209,James Wade,,4,11,0,"5' 10""",205 lbs.,--,,"Feb 08, 1972",0.00,0%,0.00,0%,0.00,0%,0%,0.0
4210,Chris Wade,,12,3,0,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 30, 1987",1.70,53%,1.75,51%,2.60,51%,55%,1.1
4211,Neil Wain,Old School,13,4,0,"5' 10""",242 lbs.,--,Orthodox,--,2.64,50%,8.57,43%,0.00,0%,50%,0.0
4212,TJ Waldburger,,16,9,0,"5' 11""",170 lbs.,"75""",Orthodox,"Apr 25, 1988",2.02,51%,2.39,40%,3.03,46%,40%,4.8
4213,Chase Waldon,,11,2,0,"6' 1""",185 lbs.,"75""",Orthodox,"Sep 19, 1986",1.03,28%,6.72,38%,7.76,33%,0%,0.0
4214,Andre Walker,,1,5,0,"5' 11""",205 lbs.,--,Southpaw,"Nov 22, 1972",2.28,31%,4.36,34%,0.00,0%,0%,0.0
4215,Herschel Walker,,2,0,0,"6' 1""",215 lbs.,--,Orthodox,"Mar 03, 1962",3.42,67%,0.45,46%,1.94,100%,100%,0.0
4216,Donny Walker,Eagle Eye,15,10,0,"5' 9""",135 lbs.,--,,"Jan 04, 1980",1.81,37%,3.85,46%,0.00,0%,57%,1.7
4217,Johnny Walker,,22,9,0 (1 NC),"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",4.06,55%,3.09,45%,0.42,60%,57%,0.8
4218,Brogan Walker,The Bear,8,5,0,"5' 4""",125 lbs.,"67""",Switch,"Aug 02, 1988",1.84,32%,3.32,47%,1.02,75%,11%,0.0
4219,Valter Walker,The Clean Monster,15,1,0,"6' 6""",244 lbs.,"78""",Orthodox,"Dec 14, 1997",2.00,52%,2.85,42%,5.74,69%,0%,2.5
4220,Julius Walker,Juice Box,7,2,0,"6' 4""",205 lbs.,"78""",Orthodox,"Jul 16, 1999",3.73,53%,4.03,43%,4.09,38%,100%,0.0
4221,Ben Wall,Manimal,8,7,1,"5' 10""",155 lbs.,--,Orthodox,"Mar 25, 1989",1.47,29%,8.53,29%,0.00,0%,100%,0.0
4222,Crafton Wallace,Blaze,18,6,1,"6' 0""",185 lbs.,--,Orthodox,"Nov 10, 1975",1.55,44%,2.36,47%,0.00,0%,42%,0.0
4223,Rodney Wallace,Shonuff the Master,26,15,1,"5' 9""",205 lbs.,"72""",Switch,"Nov 21, 1981",1.13,46%,3.44,45%,6.00,54%,28%,1.0
4224,Jeremy Wallace,,4,6,0,"5' 9""",--,--,,"Feb 13, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0
4225,Randall Wallace,Braveheart,15,6,0,"5' 11""",185 lbs.,"73""",Orthodox,"Mar 01, 1989",1.13,38%,4.11,45%,2.13,50%,0%,0.0
4226,James Wallace,Jesse,5,2,0,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 17, 1992",0.52,28%,3.41,35%,0.00,0%,0%,0.0
4227,Jim Wallhead,Judo,29,11,0,"5' 10""",170 lbs.,--,Orthodox,"Mar 14, 1984",3.19,26%,6.65,49%,0.00,0%,100%,0.0
4228,Cory Walmsley,Hardcore,8,2,0,"6' 0""",205 lbs.,--,Orthodox,--,0.79,100%,1.18,50%,0.00,0%,0%,0.0
4229,Richard Walsh,Filthy Rich,9,5,0,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 01, 1988",3.84,46%,2.72,58%,1.55,40%,66%,0.2
4230,Patrick Walsh,The Beast of the East,10,3,0,"5' 11""",185 lbs.,--,,"Nov 28, 1988",2.03,19%,2.83,64%,3.00,54%,100%,1.5
4231,Erick Wanderlei,,3,3,0,"6' 1""",205 lbs.,--,Orthodox,"Jun 20, 1976",0.63,41%,2.66,40%,3.80,66%,0%,1.9
4232,Dimitiri Wanderley,,5,2,0,--,205 lbs.,--,Orthodox,--,0.92,25%,4.31,30%,1.16,20%,0%,0.0
4233,Andy Wang,,7,8,1 (1 NC),"5' 6""",155 lbs.,--,Orthodox,"May 28, 1977",3.43,36%,10.29,62%,0.00,0%,0%,0.0
4234,Sai Wang,The Fire Kylin,20,6,1,"6' 0""",170 lbs.,--,Southpaw,"Jan 14, 1986",3.17,46%,2.27,53%,0.00,0%,77%,0.0
4235,Anying Wang,,2,1,0,"6' 0""",170 lbs.,--,Orthodox,"Apr 04, 1991",1.32,26%,1.63,44%,0.00,0%,33%,0.0
4236,Wang Cong,The Joker,9,1,0,"5' 6""",125 lbs.,"66""",Southpaw,"May 15, 1992",6.22,56%,2.19,63%,0.78,75%,84%,0.8
4237,Joshua Wang-Kim,Twin Dragon,5,2,0,"5' 9""",135 lbs.,"71""",Switch,"Nov 16, 1992",2.95,40%,4.43,60%,1.17,100%,66%,0.0
4238,Curt Warburton,,13,6,0,"6' 0""",155 lbs.,"73""",Orthodox,--,2.13,42%,3.44,43%,2.35,50%,83%,0.9
4239,Brennan Ward,The Irish Bad Boy,14,5,0,"5' 10""",170 lbs.,"71""",,"Jun 28, 1988",7.20,60%,2.76,52%,0.00,0%,100%,3.6
4240,Charlie Ward,,3,3,0,"5' 11""",170 lbs.,--,Orthodox,"Dec 17, 1980",1.64,19%,7.21,53%,0.00,0%,0%,0.0
4241,Terrion Ware,Flash,17,9,0,"5' 8""",135 lbs.,"71""",Orthodox,"Mar 31, 1986",4.02,32%,6.07,50%,0.50,22%,44%,0.0
4242,Joe Warren,,15,6,0,"5' 6""",135 lbs.,--,Orthodox,"Oct 31, 1976",2.15,46%,2.39,52%,6.14,46%,60%,0.0
4243,Brian Warren,Mr. Unbreakable,18,17,1,"6' 0""",185 lbs.,--,Orthodox,"Jun 05, 1974",1.16,21%,4.63,57%,0.00,0%,0%,0.0
4244,Merritt Warren,,3,3,0,"5' 10""",155 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
4245,Idris Wasi,,2,14,0,"6' 0""",186 lbs.,--,,"Dec 11, 1989",0.40,31%,3.53,46%,0.00,0%,20%,0.0
4246,Kengo Watanabe,,8,13,3 (1 NC),"6' 4""",220 lbs.,--,Orthodox,"Jan 31, 1976",0.60,40%,3.40,35%,1.00,100%,37%,0.0
4247,Kazuhisa Watanabe,,0,1,0,"5' 6""",139 lbs.,--,,"May 18, 1983",0.62,50%,0.94,0%,0.00,0%,14%,0.0
4248,Ron Waterman,H20,16,6,2,"6' 2""",280 lbs.,--,Orthodox,"Nov 23, 1965",0.84,50%,1.37,42%,4.19,69%,50%,2.8
4249,Andy Waters,,1,2,0,"6' 0""",170 lbs.,--,,"Feb 08, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
4250,Dominic Waters,Sho Nuff,9,5,0,"6' 1""",170 lbs.,"79""",Orthodox,"Apr 11, 1989",0.48,23%,2.53,39%,4.07,52%,28%,0.0
4251,Trey Waters,The Truth,9,2,0,"6' 5""",170 lbs.,"77""",Orthodox,"Feb 21, 1995",6.39,44%,5.83,55%,0.40,33%,85%,0.8
4252,Michelle Waterson-Gomez,The Karate Hottie,18,13,0,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",3.42,46%,4.25,48%,1.39,33%,69%,0.6
4253,Sam Watford,,2,2,0,--,155 lbs.,--,,--,0.13,18%,0.73,62%,2.00,40%,60%,1.0
4254,Blake Watkins,,5,1,0,--,185 lbs.,--,,--,5.45,62%,7.64,61%,0.00,0%,0%,0.0
4255,Kyle Watson,,13,8,1,"6' 0""",155 lbs.,--,Southpaw,"Aug 09, 1979",3.67,35%,3.25,62%,0.00,0%,100%,0.0
4256,Maka Watson,,4,2,0,--,155 lbs.,--,,"Sep 22, 1984",0.93,37%,1.60,22%,2.00,100%,33%,0.0
4257,Walel Watson,The Gazelle,14,10,0,"5' 11""",135 lbs.,"75""",Orthodox,"Jul 16, 1984",2.10,29%,3.79,43%,0.00,0%,61%,1.4
4258,Tom Watson,Kong,17,9,0,"6' 1""",185 lbs.,"73""",Orthodox,"Jul 13, 1982",4.01,44%,4.41,50%,0.15,7%,43%,0.0
4259,Enrique Watson,,3,1,0,--,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
4260,Brok Weaver,Chata Tuska,15,6,0,"6' 0""",155 lbs.,"73""",Southpaw,"Dec 05, 1991",4.78,64%,4.35,46%,0.41,10%,66%,0.4
4261,Jonavin Webb,The Spyder,9,2,0 (1 NC),"5' 10""",170 lbs.,--,Orthodox,"Apr 28, 1989",1.47,30%,2.27,64%,2.50,31%,40%,1.0
4262,Stephanie Webber,,2,2,0,"5' 6""",135 lbs.,--,,--,0.91,80%,3.85,15%,6.79,40%,0%,0.0
4263,Royston Wee,,4,1,0,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 15, 1986",1.10,60%,2.45,49%,3.38,81%,0%,0.0
4264,Darian Weeks,,5,3,0,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 23, 1993",4.49,51%,4.56,51%,2.00,30%,100%,0.0
4265,Joshua Weems,Wide Open,11,3,0,"5' 8""",135 lbs.,"69""",Orthodox,"May 05, 1994",5.25,64%,3.34,61%,4.77,40%,100%,0.0
4266,Daniel Weichel,The Weasel,39,9,0,"5' 10""",145 lbs.,"70""",,"Nov 22, 1984",5.71,42%,4.05,61%,0.84,50%,83%,0.0
4267,Chris Weidman,The All-American,16,8,0,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",3.11,45%,3.37,51%,3.27,42%,72%,0.8
4268,Mark Weir,The Wizard,21,18,1,"6' 2""",185 lbs.,--,Southpaw,"Sep 19, 1967",1.54,56%,2.50,38%,0.80,50%,25%,2.4
4269,Christian Wellisch,The Hungarian Nightmare,8,5,0,"6' 2""",234 lbs.,"77""",Orthodox,"Sep 13, 1975",3.12,27%,3.04,56%,1.22,42%,45%,1.2
4270,Malcolm Wellmaker,The Machine,10,1,0,"5' 10""",135 lbs.,"71""",Switch,"Jun 04, 1994",5.80,56%,5.39,52%,0.00,0%,57%,0.0
4271,Jeremiah Wells,,13,4,1,"5' 9""",170 lbs.,"74""",Switch,"Oct 30, 1986",2.35,46%,1.28,48%,3.06,46%,50%,1.3
4272,Fabricio Werdum,Vai Cavalo,24,9,1,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977",3.59,52%,2.64,55%,1.75,31%,31%,1.2
4273,Mike Wessel,Juggernaut,15,8,0,"6' 0""",260 lbs.,--,Orthodox,"Dec 02, 1977",1.82,56%,6.43,22%,6.29,50%,0%,0.0
4274,Dustin West,,6,6,0,"5' 11""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
4275,Sheldon Westcott,,10,3,1,"6' 1""",170 lbs.,"71""",Southpaw,"Aug 20, 1984",2.26,40%,3.73,37%,3.23,37%,14%,0.0
4276,Aaron Wetherspoon,Slam,9,5,0 (1 NC),--,170 lbs.,--,,"Jan 11, 1979",2.27,32%,4.33,45%,0.00,0%,77%,0.0
4277,Coty Wheeler,Ox,14,5,0,"5' 6""",135 lbs.,"67""",Orthodox,"Oct 11, 1978",1.88,22%,3.16,59%,0.87,37%,33%,2.6
4278,Vernon White,Tiger,26,33,2,"6' 0""",205 lbs.,--,Southpaw,"Dec 03, 1971",2.11,38%,2.20,54%,0.88,28%,44%,0.0
4279,Steve White,,1,4,0,"5' 11""",175 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
4280,Alex White,The Spartan,13,6,0,"6' 0""",155 lbs.,"71""",Southpaw,"Oct 22, 1988",3.76,42%,3.07,60%,0.92,28%,71%,0.5
4281,Craig White,The Thundercat,14,9,0,"6' 2""",170 lbs.,"76""",Orthodox,"Jul 01, 1990",1.23,40%,3.28,39%,0.00,0%,50%,0.8
4282,Patrik White,Primetime,9,2,0,"6' 0""",155 lbs.,"72""",Orthodox,"Jun 11, 1993",9.77,49%,6.28,60%,0.00,0%,50%,0.0
4283,Robert Whiteford,The Hammer,14,4,0,"5' 9""",145 lbs.,"69""",Southpaw,"Apr 12, 1983",2.33,46%,1.99,62%,1.90,30%,45%,0.0
4284,Mike Whitehead,,27,8,0,"6' 1""",205 lbs.,--,Orthodox,"Jun 29, 1981",1.62,33%,2.36,59%,3.59,43%,77%,0.3
4285,Garett Whiteley,Goodnight,7,3,0,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 13, 1980",3.72,48%,4.04,46%,0.00,0%,27%,0.9
4286,Mitch Whitesel,,17,27,0 (1 NC),"5' 9""",185 lbs.,--,,"Jul 12, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
4287,Emily Whitmire,Spitfire,4,5,0,"5' 5""",125 lbs.,"63""",Orthodox,"May 24, 1991",2.50,31%,2.98,54%,1.90,66%,70%,0.5
4288,Robert Whittaker,The Reaper,27,9,0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 20, 1990",4.39,43%,3.36,59%,0.73,38%,82%,0.0
4289,Josh Wick,The White Mamba,12,6,0,"5' 9""",155 lbs.,"69""",Switch,"Oct 04, 1994",0.65,60%,6.52,41%,0.00,0%,80%,0.0
4290,Adam Wieczorek,Siwy,10,2,0,"6' 5""",250 lbs.,"81""",Orthodox,"Feb 05, 1992",1.68,38%,1.87,48%,0.41,33%,58%,0.4
4291,Orlando Wiet,The Gladiator,1,5,0,"5' 10""",170 lbs.,--,Southpaw,"Oct 24, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
4292,Jonathan Wiezorek,,11,2,0,"6' 3""",250 lbs.,--,Southpaw,"Feb 10, 1978",1.27,58%,5.47,31%,1.91,20%,0%,0.0
4293,Jakub Wiklacz,,18,3,2,"5' 10""",135 lbs.,"72""",Orthodox,"Sep 10, 1996",3.40,44%,3.87,46%,0.00,0%,41%,2.5
4294,Justin Wilcox,Silverback,14,7,0 (1 NC),"5' 6""",155 lbs.,--,Orthodox,"Mar 12, 1979",3.82,28%,2.63,71%,1.43,16%,100%,0.0
4295,Joe Wilk,The Nose,19,11,0,"5' 9""",145 lbs.,--,,"Apr 12, 1982",1.00,54%,2.00,72%,0.00,0%,0%,0.0
4296,Aaron Wilkinson,The Daywalker,11,7,0,"5' 10""",155 lbs.,--,Orthodox,"Jan 31, 1987",0.00,0%,0.00,100%,7.32,100%,0%,0.0
4297,Mike Wilkinson,The Warrior,9,4,0,"5' 7""",145 lbs.,"66""",Orthodox,"Sep 15, 1987",2.35,38%,3.70,35%,0.92,14%,55%,0.9
4298,Rob Wilkinson,Razor,11,2,0,"6' 3""",185 lbs.,"80""",Orthodox,"Feb 22, 1992",2.74,50%,5.66,39%,4.47,25%,0%,0.0
4299,James Wilks,Lightning,7,4,0,"6' 1""",170 lbs.,"75""",Orthodox,"May 04, 1978",1.82,45%,2.03,50%,1.27,22%,66%,3.8
4300,Tedd Williams,,7,1,0,"6' 1""",275 lbs.,--,Orthodox,"Dec 19, 1969",0.00,0%,0.00,0%,0.00,0%,0%,0.0
4301,Pete Williams,El Duro,12,6,0,"6' 3""",235 lbs.,--,Orthodox,"Jul 10, 1975",0.61,62%,2.77,40%,1.84,40%,16%,0.9
4302,Rubin Williams,Mr. Hollywood,0,1,0,"6' 1""",185 lbs.,--,Orthodox,"Apr 09, 1976",0.00,0%,1.39,60%,0.00,0%,0%,0.0
4303,Carter Williams,The Beast,4,5,0,"6' 1""",265 lbs.,--,Orthodox,"Mar 30, 1980",1.55,36%,2.32,58%,2.90,33%,100%,0.0
4304,Patrick Williams,The Animal,8,6,0,"5' 8""",135 lbs.,"73""",Orthodox,"Sep 07, 1981",4.12,51%,4.12,52%,2.71,41%,100%,0.5
4305,Tim Williams,The South Jersey Strangler,15,5,0,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 03, 1986",3.07,38%,3.55,48%,1.81,40%,100%,0.0
4306,Jordan Williams,Bomaye,9,6,0 (1 NC),"6' 1""",185 lbs.,"75""",Southpaw,"Oct 13, 1990",5.83,50%,5.46,35%,1.11,50%,85%,0.0
4307,Cole Williams,Havoc,11,3,0,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 15, 1983",0.31,27%,5.34,23%,0.00,0%,25%,0.0
4308,Khaos Williams,The OxFighter,15,5,0,"6' 0""",170 lbs.,"77""",Orthodox,"Mar 30, 1994",4.94,39%,5.39,40%,0.00,0%,51%,0.0
4309,Karl Williams,,10,2,0,"6' 3""",235 lbs.,"79""",Orthodox,"Jan 06, 1990",2.68,48%,2.15,55%,4.20,48%,100%,0.2
4310,Karl Willis,,0,5,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
4311,Justin Willis,Big Pretty,8,2,0,"6' 1""",264 lbs.,"78""",Southpaw,"Jul 19, 1987",3.37,59%,2.57,57%,0.96,66%,36%,0.0
4312,Chris Wilson,The Professor,18,10,0 (1 NC),"6' 1""",170 lbs.,"75""",Orthodox,"Jun 07, 1977",2.32,50%,1.36,55%,1.31,50%,60%,1.6
4313,Greg Wilson,,2,3,0,--,155 lbs.,--,,"Oct 02, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0
4314,Jonathan Wilson,Johnny Bravo,7,3,0,"6' 2""",205 lbs.,"75""",Southpaw,"Jul 17, 1987",2.92,48%,5.65,56%,0.37,100%,80%,0.0
4315,Sean Wilson,P-Town,36,29,0,"5' 8""",145 lbs.,--,,"Oct 20, 1982",1.01,31%,5.88,62%,0.00,0%,0%,0.0
4316,Westin Wilson,,17,10,0,"6' 1""",145 lbs.,"73""",Southpaw,"Jan 24, 1989",1.57,31%,6.71,30%,1.57,16%,33%,7.9
4317,Damon Wilson,The Nomad,9,3,0,"5' 9""",145 lbs.,"69""",Switch,"Apr 29, 1993",7.56,49%,8.27,52%,0.00,0%,0%,0.0
4318,Matt Wiman,,16,10,0,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",3.17,50%,3.57,51%,2.13,37%,56%,1.5
4319,Eddie Wineland,,24,16,1,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984",3.40,29%,3.76,68%,0.34,33%,86%,0.1
4320,Deron Winn,,7,3,0,"5' 6""",185 lbs.,"70""",Orthodox,"Jun 13, 1989",4.55,44%,6.21,46%,4.28,52%,40%,0.0
4321,Andre Winner,,21,11,2,"5' 11""",155 lbs.,"73""",Orthodox,"Nov 09, 1981",2.52,33%,4.57,51%,0.00,0%,74%,0.0
4322,Eric Wisely,Little Lee,26,9,1,"5' 8""",145 lbs.,--,Southpaw,"Jul 25, 1984",1.42,47%,2.08,56%,0.00,0%,27%,0.9
4323,Keith Wisniewski,The Polish Connection,28,15,1,"6' 0""",170 lbs.,--,Orthodox,"Oct 25, 1981",2.32,52%,4.86,42%,1.57,40%,78%,0.3
4324,Jason Witt,The Vanilla Gorilla,19,9,0,"5' 10""",170 lbs.,"70""",Orthodox,"Nov 07, 1986",2.15,44%,2.54,52%,6.90,48%,100%,0.9
4325,Travis Wiuff,The Diesel,75,21,0 (1 NC),"6' 3""",205 lbs.,--,Orthodox,"Mar 15, 1978",0.48,30%,4.03,41%,4.84,57%,44%,1.2
4326,Ray Wizard,,0,1,0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
4327,Karolina Wojcik,Polish Assassin,9,2,0,"5' 2""",115 lbs.,--,Orthodox,"Dec 09, 1994",2.67,65%,0.87,62%,2.00,66%,100%,1.0
4328,Danyelle Wolf,,1,1,0,"5' 11""",145 lbs.,"70""",Orthodox,"Sep 08, 1983",2.37,25%,4.57,47%,0.00,0%,77%,0.5
4329,Brandon Wolff,,7,5,0,"5' 9""",170 lbs.,--,Orthodox,"Oct 18, 1975",0.47,33%,10.91,19%,0.00,0%,0%,0.0
4330,Xue Do Won,,0,1,0,"5' 7""",165 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
